l_f	r_f	l_hyaw_out	l_hrol_out	l_hpit_out	l_knee_out	l_apit_out	r_hyaw_out	r_hrol_out	r_hpit_out	r_knee_out	r_apit_out	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	vx_cmd	yr_cmd	rol	pit	rol_rate	pit_rate	yaw_rate	C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	E_l_hyaw	E_l_hrol	E_l_hpit	E_l_knee	E_l_apit	E_r_hyaw	E_r_hrol	E_r_hpit	E_r_knee	E_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	l_sin	r_sin	l_cos	r_cos	l_pf	r_pf	
1.972805	2.754721	-0.165646	0.073820	0.117888	0.195950	-0.255038	0.027190	-0.016417	-0.268585	-0.056849	0.190433	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.028898	-0.001164	-0.000078	0.119745	-0.043109	0.006562	0.010632	-0.052572	-0.128547	0.052896	-0.027891	-0.001574	0.000011	0.014409	0.013771	0.003193	0.005138	-0.035285	-0.029397	-0.004394	-0.009987	0.001836	-0.004914	-0.057811	0.079418	0.001034	0.011839	-0.015995	0.016519	-0.018143	0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.033288	-0.001259	0.001392	0.124538	-0.037423	0.006786	0.011818	-0.060546	-0.133787	0.052664	-0.025123	-0.001321	0.004189	0.036337	0.040810	0.001366	0.007028	-0.017487	-0.030159	-0.021726	-0.007966	0.001717	-0.006546	-0.054779	0.084025	0.001070	0.012039	-0.013069	0.018567	-0.025330	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.035523	-0.001246	0.002340	0.128622	-0.031754	0.006952	0.012847	-0.064903	-0.136823	0.051236	-0.020309	-0.000597	0.006700	0.035040	0.060613	0.000137	0.007566	-0.032109	-0.027443	-0.009501	-0.007801	0.002560	-0.005043	-0.056717	0.076221	0.000885	0.009525	-0.011051	0.019361	-0.022220	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
1.953654	2.795273	-0.205168	0.025910	0.059259	0.192316	0.090821	0.026575	0.232841	-0.318090	0.030686	0.007004	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.033288	-0.001259	0.001392	0.124538	-0.037423	0.006786	0.011818	-0.060546	-0.133787	0.052664	-0.025123	-0.001321	0.004189	0.036337	0.040810	0.001366	0.007028	-0.017487	-0.030159	-0.021726	-0.007966	0.001717	-0.006546	-0.054779	0.084025	0.001070	0.012039	-0.013069	0.018567	-0.025330	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.035523	-0.001246	0.002340	0.128622	-0.031754	0.006952	0.012847	-0.064903	-0.136823	0.051236	-0.020309	-0.000597	0.006700	0.035040	0.060613	0.000137	0.007566	-0.032109	-0.027443	-0.009501	-0.007801	0.002560	-0.005043	-0.056717	0.076221	0.000885	0.009525	-0.011051	0.019361	-0.022220	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.038345	-0.001146	0.003766	0.133195	-0.023278	0.006888	0.013723	-0.069749	-0.140822	0.050126	-0.015989	-0.000176	0.003113	0.021999	0.030140	-0.002429	0.003781	-0.020659	-0.018448	-0.007231	-0.006974	0.003350	-0.005048	-0.058930	0.064672	0.001276	0.008451	-0.009441	0.022676	-0.018816	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
1.924441	2.826341	-0.192696	-0.066217	0.030727	0.231591	0.352916	0.025647	0.137544	-0.266267	-0.170141	-0.317158	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.035523	-0.001246	0.002340	0.128622	-0.031754	0.006952	0.012847	-0.064903	-0.136823	0.051236	-0.020309	-0.000597	0.006700	0.035040	0.060613	0.000137	0.007566	-0.032109	-0.027443	-0.009501	-0.007801	0.002560	-0.005043	-0.056717	0.076221	0.000885	0.009525	-0.011051	0.019361	-0.022220	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.038345	-0.001146	0.003766	0.133195	-0.023278	0.006888	0.013723	-0.069749	-0.140822	0.050126	-0.015989	-0.000176	0.003113	0.021999	0.030140	-0.002429	0.003781	-0.020659	-0.018448	-0.007231	-0.006974	0.003350	-0.005048	-0.058930	0.064672	0.001276	0.008451	-0.009441	0.022676	-0.018816	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.040024	-0.000973	0.004511	0.137478	-0.018747	0.006899	0.014739	-0.072681	-0.143367	0.049808	-0.008927	0.000797	-0.003527	0.021393	0.019415	0.000106	0.010033	-0.021957	-0.017897	-0.000723	-0.008362	0.003564	-0.004908	-0.060338	0.061499	0.001662	0.010917	-0.011264	0.025679	-0.018393	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
1.896589	2.844879	-0.182651	-0.038104	0.012925	0.219253	0.286603	-0.003587	0.040169	-0.238309	-0.169188	-0.200454	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.038345	-0.001146	0.003766	0.133195	-0.023278	0.006888	0.013723	-0.069749	-0.140822	0.050126	-0.015989	-0.000176	0.003113	0.021999	0.030140	-0.002429	0.003781	-0.020659	-0.018448	-0.007231	-0.006974	0.003350	-0.005048	-0.058930	0.064672	0.001276	0.008451	-0.009441	0.022676	-0.018816	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.040024	-0.000973	0.004511	0.137478	-0.018747	0.006899	0.014739	-0.072681	-0.143367	0.049808	-0.008927	0.000797	-0.003527	0.021393	0.019415	0.000106	0.010033	-0.021957	-0.017897	-0.000723	-0.008362	0.003564	-0.004908	-0.060338	0.061499	0.001662	0.010917	-0.011264	0.025679	-0.018393	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.042468	-0.000809	0.004782	0.139789	-0.015781	0.006902	0.016032	-0.075352	-0.147366	0.049501	-0.016596	-0.000037	-0.002795	0.016796	0.016598	0.000709	0.011937	-0.022087	-0.028311	-0.007750	-0.008836	0.002397	-0.004713	-0.059142	0.063877	0.002048	0.011706	-0.012625	0.027102	-0.022889	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
1.910135	2.857148	-0.115867	-0.026196	0.109186	0.113459	0.390040	-0.058147	-0.059222	-0.186927	-0.155438	-0.175358	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.042468	-0.000809	0.004782	0.139789	-0.015781	0.006902	0.016032	-0.075352	-0.147366	0.049501	-0.016596	-0.000037	-0.002795	0.016796	0.016598	0.000709	0.011937	-0.022087	-0.028311	-0.007750	-0.008836	0.002397	-0.004713	-0.059142	0.063877	0.002048	0.011706	-0.012625	0.027102	-0.022889	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.044508	-0.000736	0.004812	0.142844	-0.011431	0.006926	0.017600	-0.078939	-0.150758	0.048689	-0.020504	-0.000120	0.000418	0.018430	0.030973	0.001816	0.008987	-0.027683	-0.030399	-0.003567	-0.009548	0.001750	-0.004548	-0.058893	0.063846	0.001969	0.010744	-0.012628	0.027945	-0.025097	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047776	-0.000713	0.004648	0.146072	-0.006587	0.006883	0.018624	-0.083146	-0.155460	0.048042	-0.021592	-0.002338	-0.002052	0.017546	0.034853	-0.005053	0.007296	-0.028592	-0.032353	-0.006289	-0.008269	0.001101	-0.003360	-0.059735	0.064783	0.001378	0.008718	-0.011366	0.029670	-0.028198	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
1.910135	2.857148	-0.115867	-0.026196	0.109186	0.113459	0.390040	-0.058147	-0.059222	-0.186927	-0.155438	-0.175358	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.042468	-0.000809	0.004782	0.139789	-0.015781	0.006902	0.016032	-0.075352	-0.147366	0.049501	-0.016596	-0.000037	-0.002795	0.016796	0.016598	0.000709	0.011937	-0.022087	-0.028311	-0.007750	-0.008836	0.002397	-0.004713	-0.059142	0.063877	0.002048	0.011706	-0.012625	0.027102	-0.022889	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.044508	-0.000736	0.004812	0.142844	-0.011431	0.006926	0.017600	-0.078939	-0.150758	0.048689	-0.020504	-0.000120	0.000418	0.018430	0.030973	0.001816	0.008987	-0.027683	-0.030399	-0.003567	-0.009548	0.001750	-0.004548	-0.058893	0.063846	0.001969	0.010744	-0.012628	0.027945	-0.025097	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047776	-0.000713	0.004648	0.146072	-0.006587	0.006883	0.018624	-0.083146	-0.155460	0.048042	-0.021592	-0.002338	-0.002052	0.017546	0.034853	-0.005053	0.007296	-0.028592	-0.032353	-0.006289	-0.008269	0.001101	-0.003360	-0.059735	0.064783	0.001378	0.008718	-0.011366	0.029670	-0.028198	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
1.913751	2.868476	-0.119137	-0.039546	0.147656	0.016306	0.454545	-0.084362	-0.008178	-0.195976	-0.153852	-0.191554	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.044508	-0.000736	0.004812	0.142844	-0.011431	0.006926	0.017600	-0.078939	-0.150758	0.048689	-0.020504	-0.000120	0.000418	0.018430	0.030973	0.001816	0.008987	-0.027683	-0.030399	-0.003567	-0.009548	0.001750	-0.004548	-0.058893	0.063846	0.001969	0.010744	-0.012628	0.027945	-0.025097	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047776	-0.000713	0.004648	0.146072	-0.006587	0.006883	0.018624	-0.083146	-0.155460	0.048042	-0.021592	-0.002338	-0.002052	0.017546	0.034853	-0.005053	0.007296	-0.028592	-0.032353	-0.006289	-0.008269	0.001101	-0.003360	-0.059735	0.064783	0.001378	0.008718	-0.011366	0.029670	-0.028198	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.050949	-0.000700	0.004567	0.148584	-0.002323	0.006850	0.019717	-0.087768	-0.159817	0.047694	-0.026936	-0.002909	-0.000554	0.013968	0.020584	0.000542	0.001079	-0.038453	-0.030803	-0.004467	-0.006829	0.000696	-0.001645	-0.060549	0.066354	0.000541	0.006739	-0.009540	0.031702	-0.030473	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
1.889121	2.875412	-0.092251	-0.025849	0.105506	0.069444	0.293931	-0.053690	-0.010176	-0.203463	-0.075159	-0.089427	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.047776	-0.000713	0.004648	0.146072	-0.006587	0.006883	0.018624	-0.083146	-0.155460	0.048042	-0.021592	-0.002338	-0.002052	0.017546	0.034853	-0.005053	0.007296	-0.028592	-0.032353	-0.006289	-0.008269	0.001101	-0.003360	-0.059735	0.064783	0.001378	0.008718	-0.011366	0.029670	-0.028198	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.050949	-0.000700	0.004567	0.148584	-0.002323	0.006850	0.019717	-0.087768	-0.159817	0.047694	-0.026936	-0.002909	-0.000554	0.013968	0.020584	0.000542	0.001079	-0.038453	-0.030803	-0.004467	-0.006829	0.000696	-0.001645	-0.060549	0.066354	0.000541	0.006739	-0.009540	0.031702	-0.030473	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055098	-0.000682	0.004575	0.151146	0.001850	0.006795	0.020170	-0.091916	-0.164663	0.047528	-0.022236	0.000058	-0.003545	0.016751	0.030324	-0.002389	0.000922	-0.032111	-0.030648	-0.008822	-0.004560	0.000053	0.000677	-0.062854	0.069353	-0.000735	0.006157	-0.008485	0.034120	-0.033329	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
1.907979	2.874077	-0.131136	0.004218	0.068446	0.114874	0.049345	-0.020905	-0.012599	-0.230423	-0.040049	0.105661	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.050949	-0.000700	0.004567	0.148584	-0.002323	0.006850	0.019717	-0.087768	-0.159817	0.047694	-0.026936	-0.002909	-0.000554	0.013968	0.020584	0.000542	0.001079	-0.038453	-0.030803	-0.004467	-0.006829	0.000696	-0.001645	-0.060549	0.066354	0.000541	0.006739	-0.009540	0.031702	-0.030473	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055098	-0.000682	0.004575	0.151146	0.001850	0.006795	0.020170	-0.091916	-0.164663	0.047528	-0.022236	0.000058	-0.003545	0.016751	0.030324	-0.002389	0.000922	-0.032111	-0.030648	-0.008822	-0.004560	0.000053	0.000677	-0.062854	0.069353	-0.000735	0.006157	-0.008485	0.034120	-0.033329	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.058036	-0.000686	0.004722	0.153694	0.005254	0.006759	0.020503	-0.095290	-0.168419	0.047567	-0.017927	0.000006	0.002786	0.009003	0.021876	-0.000239	0.001488	-0.029383	-0.033425	0.004352	-0.002921	-0.000306	0.002015	-0.064424	0.070089	-0.001456	0.005680	-0.007976	0.036818	-0.034628	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	
1.890240	2.887820	-0.165932	-0.004736	0.109245	0.039670	0.162953	-0.020201	0.073916	-0.165176	-0.184147	0.016596	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.055098	-0.000682	0.004575	0.151146	0.001850	0.006795	0.020170	-0.091916	-0.164663	0.047528	-0.022236	0.000058	-0.003545	0.016751	0.030324	-0.002389	0.000922	-0.032111	-0.030648	-0.008822	-0.004560	0.000053	0.000677	-0.062854	0.069353	-0.000735	0.006157	-0.008485	0.034120	-0.033329	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.058036	-0.000686	0.004722	0.153694	0.005254	0.006759	0.020503	-0.095290	-0.168419	0.047567	-0.017927	0.000006	0.002786	0.009003	0.021876	-0.000239	0.001488	-0.029383	-0.033425	0.004352	-0.002921	-0.000306	0.002015	-0.064424	0.070089	-0.001456	0.005680	-0.007976	0.036818	-0.034628	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060272	-0.000663	0.004775	0.156021	0.009642	0.006607	0.020917	-0.099091	-0.171908	0.047769	-0.020637	0.001280	-0.005305	0.012067	0.024870	-0.006654	0.003522	-0.030855	-0.019395	0.010555	-0.002649	-0.000266	0.002986	-0.065032	0.066439	-0.001616	0.005078	-0.007624	0.039708	-0.033249	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	
1.918478	2.894412	-0.107065	-0.070522	0.032879	0.253122	0.323877	0.026434	-0.045018	-0.062031	-0.181979	-0.164478	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.058036	-0.000686	0.004722	0.153694	0.005254	0.006759	0.020503	-0.095290	-0.168419	0.047567	-0.017927	0.000006	0.002786	0.009003	0.021876	-0.000239	0.001488	-0.029383	-0.033425	0.004352	-0.002921	-0.000306	0.002015	-0.064424	0.070089	-0.001456	0.005680	-0.007976	0.036818	-0.034628	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060272	-0.000663	0.004775	0.156021	0.009642	0.006607	0.020917	-0.099091	-0.171908	0.047769	-0.020637	0.001280	-0.005305	0.012067	0.024870	-0.006654	0.003522	-0.030855	-0.019395	0.010555	-0.002649	-0.000266	0.002986	-0.065032	0.066439	-0.001616	0.005078	-0.007624	0.039708	-0.033249	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.062342	-0.000634	0.004956	0.158135	0.013064	0.006577	0.021267	-0.101499	-0.174642	0.048052	-0.015673	0.000128	0.001563	0.009233	0.026565	0.001428	0.003609	-0.020185	-0.014502	-0.002085	-0.003062	-0.000366	0.004442	-0.066551	0.065457	-0.001888	0.005835	-0.007690	0.039684	-0.033283	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	
1.897679	2.891576	-0.154512	0.013790	0.076817	0.108628	0.182131	0.014607	0.048326	-0.174564	-0.125142	0.077221	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060272	-0.000663	0.004775	0.156021	0.009642	0.006607	0.020917	-0.099091	-0.171908	0.047769	-0.020637	0.001280	-0.005305	0.012067	0.024870	-0.006654	0.003522	-0.030855	-0.019395	0.010555	-0.002649	-0.000266	0.002986	-0.065032	0.066439	-0.001616	0.005078	-0.007624	0.039708	-0.033249	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.062342	-0.000634	0.004956	0.158135	0.013064	0.006577	0.021267	-0.101499	-0.174642	0.048052	-0.015673	0.000128	0.001563	0.009233	0.026565	0.001428	0.003609	-0.020185	-0.014502	-0.002085	-0.003062	-0.000366	0.004442	-0.066551	0.065457	-0.001888	0.005835	-0.007690	0.039684	-0.033283	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064065	-0.000596	0.005089	0.160447	0.018062	0.006522	0.021514	-0.104670	-0.177491	0.048229	-0.013781	0.000478	0.001203	0.018371	0.036855	-0.004743	0.000128	-0.014581	-0.020643	0.001187	-0.002940	-0.001459	0.004800	-0.065080	0.065300	-0.001439	0.004915	-0.005445	0.039813	-0.035919	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	
1.900876	2.913674	-0.164233	-0.017460	0.033789	0.189822	0.214682	0.021860	0.050760	-0.124393	-0.106252	0.064375	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.062342	-0.000634	0.004956	0.158135	0.013064	0.006577	0.021267	-0.101499	-0.174642	0.048052	-0.015673	0.000128	0.001563	0.009233	0.026565	0.001428	0.003609	-0.020185	-0.014502	-0.002085	-0.003062	-0.000366	0.004442	-0.066551	0.065457	-0.001888	0.005835	-0.007690	0.039684	-0.033283	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064065	-0.000596	0.005089	0.160447	0.018062	0.006522	0.021514	-0.104670	-0.177491	0.048229	-0.013781	0.000478	0.001203	0.018371	0.036855	-0.004743	0.000128	-0.014581	-0.020643	0.001187	-0.002940	-0.001459	0.004800	-0.065080	0.065300	-0.001439	0.004915	-0.005445	0.039813	-0.035919	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.065670	-0.000596	0.005212	0.162631	0.022164	0.006511	0.021968	-0.108285	-0.180169	0.048362	-0.011498	-0.002046	0.003610	0.012306	0.021134	-0.006058	0.003037	-0.021698	-0.016023	0.002213	-0.003649	-0.001252	0.005827	-0.065637	0.063926	-0.001209	0.005185	-0.004444	0.040617	-0.034895	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	
1.852491	2.927873	-0.154522	-0.017396	0.068629	0.064148	0.077857	-0.019988	0.069360	-0.168537	-0.050949	0.181242	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064065	-0.000596	0.005089	0.160447	0.018062	0.006522	0.021514	-0.104670	-0.177491	0.048229	-0.013781	0.000478	0.001203	0.018371	0.036855	-0.004743	0.000128	-0.014581	-0.020643	0.001187	-0.002940	-0.001459	0.004800	-0.065080	0.065300	-0.001439	0.004915	-0.005445	0.039813	-0.035919	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.065670	-0.000596	0.005212	0.162631	0.022164	0.006511	0.021968	-0.108285	-0.180169	0.048362	-0.011498	-0.002046	0.003610	0.012306	0.021134	-0.006058	0.003037	-0.021698	-0.016023	0.002213	-0.003649	-0.001252	0.005827	-0.065637	0.063926	-0.001209	0.005185	-0.004444	0.040617	-0.034895	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.067081	-0.000596	0.005479	0.165515	0.025625	0.006509	0.022543	-0.111819	-0.183225	0.048631	-0.007780	-0.001949	-0.001733	0.019028	0.019213	-0.006189	0.001467	-0.023457	-0.022540	-0.001873	-0.004734	-0.001517	0.006073	-0.065636	0.063728	-0.000875	0.005381	-0.002801	0.042058	-0.034185	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	
1.854381	2.927290	-0.069793	-0.068895	0.089940	0.037746	0.356762	-0.037546	-0.006213	-0.143432	-0.169822	-0.182200	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.065670	-0.000596	0.005212	0.162631	0.022164	0.006511	0.021968	-0.108285	-0.180169	0.048362	-0.011498	-0.002046	0.003610	0.012306	0.021134	-0.006058	0.003037	-0.021698	-0.016023	0.002213	-0.003649	-0.001252	0.005827	-0.065637	0.063926	-0.001209	0.005185	-0.004444	0.040617	-0.034895	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.067081	-0.000596	0.005479	0.165515	0.025625	0.006509	0.022543	-0.111819	-0.183225	0.048631	-0.007780	-0.001949	-0.001733	0.019028	0.019213	-0.006189	0.001467	-0.023457	-0.022540	-0.001873	-0.004734	-0.001517	0.006073	-0.065636	0.063728	-0.000875	0.005381	-0.002801	0.042058	-0.034185	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.068672	-0.000588	0.005945	0.167861	0.028402	0.006508	0.023005	-0.115337	-0.185484	0.049096	-0.022414	0.000038	0.002618	0.019002	0.013088	-0.003411	0.005381	-0.033403	-0.024588	0.002604	-0.005460	-0.001786	0.006637	-0.067020	0.062118	-0.001174	0.005959	-0.001809	0.043553	-0.031934	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
1.848435	2.938250	-0.020148	-0.053621	0.090265	0.122516	0.384908	-0.048580	-0.056903	-0.133943	-0.083089	-0.194839	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.067081	-0.000596	0.005479	0.165515	0.025625	0.006509	0.022543	-0.111819	-0.183225	0.048631	-0.007780	-0.001949	-0.001733	0.019028	0.019213	-0.006189	0.001467	-0.023457	-0.022540	-0.001873	-0.004734	-0.001517	0.006073	-0.065636	0.063728	-0.000875	0.005381	-0.002801	0.042058	-0.034185	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.068672	-0.000588	0.005945	0.167861	0.028402	0.006508	0.023005	-0.115337	-0.185484	0.049096	-0.022414	0.000038	0.002618	0.019002	0.013088	-0.003411	0.005381	-0.033403	-0.024588	0.002604	-0.005460	-0.001786	0.006637	-0.067020	0.062118	-0.001174	0.005959	-0.001809	0.043553	-0.031934	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.071535	-0.000603	0.006910	0.169881	0.030968	0.006484	0.023865	-0.118367	-0.188771	0.049553	-0.021434	-0.001159	0.000960	0.016557	0.014918	-0.000690	0.005191	-0.026372	-0.020256	0.000609	-0.003633	-0.002794	0.007007	-0.068480	0.064849	-0.001707	0.005007	-0.000909	0.044319	-0.035096	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	
